joint1,joint2,joint3,joint4,joint5,joint6,joint7
2.655327,3.850037,0.996841,6.212814,12.316162,5.784302,8.028008
2.655327,3.850037,0.996841,6.212814,12.316162,5.784302,8.028008
2.666138,3.863945,1.014694,6.223801,12.321655,5.784302,8.028008
2.666138,3.863945,1.014694,6.223801,12.321655,5.784302,8.027489
2.666138,3.863945,1.014694,6.223801,12.321655,5.784302,8.027489
2.679695,3.877502,1.030315,6.229294,12.321655,5.784302,8.027489
2.679695,3.877502,1.030315,6.229294,12.321655,5.784302,8.027489
2.679695,3.877502,1.030315,6.229294,12.321655,5.784302,8.027489
2.696526,3.894669,1.044735,6.240280,12.321655,5.784302,8.027489
2.696526,3.894669,1.044735,6.240280,12.321655,5.778809,8.022339
2.696526,3.894669,1.044735,6.240280,12.321655,5.778809,8.022339
2.716774,3.911667,1.057953,6.245773,12.321655,5.778809,8.022339
2.716774,3.911667,1.057953,6.245773,12.321655,5.778809,8.008949
2.716774,3.911667,1.057953,6.245773,12.321655,5.778809,8.008949
2.741158,3.929001,1.070484,6.251266,12.321655,5.778809,8.008949
2.741158,3.929001,1.070484,6.251266,12.321655,5.778809,7.991951
2.741158,3.929001,1.070484,6.251266,12.321655,5.778809,7.991951
2.766045,3.946854,1.081470,6.251266,12.327148,5.778809,7.991951
2.766045,3.946854,1.081470,6.251266,12.327148,5.778809,7.968781
2.766045,3.946854,1.081470,6.251266,12.327148,5.778809,7.968781
2.793678,3.962311,1.091599,6.256760,12.327148,5.778809,7.968781
2.793678,3.962311,1.091599,6.256760,12.327148,5.778809,7.937370
2.793678,3.962311,1.091599,6.256760,12.327148,5.778809,7.937370
2.822868,3.979813,1.104816,6.256760,12.321655,5.778809,7.937370
2.822868,3.979813,1.104816,6.256760,12.321655,5.778809,7.893593
2.822868,3.979813,1.104816,6.256760,12.321655,5.778809,7.893593
2.854454,3.993210,1.117519,6.256760,12.321655,5.778809,7.893593
2.854454,3.993210,1.117519,6.256760,12.321655,5.778809,7.835228
2.854454,3.993210,1.117519,6.256760,12.321655,5.778809,7.835228
2.889641,4.009003,1.133484,6.262253,12.321655,5.778809,7.835228
2.889641,4.009003,1.133484,6.262253,12.321655,5.778809,7.774971
2.889641,4.009003,1.133484,6.262253,12.321655,5.778809,7.774971
2.924141,4.022217,1.150307,6.256760,12.321655,5.778809,7.774971
2.924141,4.022217,1.150307,6.256760,12.321655,5.778809,7.732063
2.924141,4.022217,1.150307,6.256760,12.321655,5.778809,7.732063
2.956078,4.033546,1.161808,6.262253,12.321655,5.778809,7.732063
2.956078,4.033546,1.161808,6.262253,12.321655,5.778809,7.708031
2.956078,4.033546,1.161808,6.262253,12.321655,5.778809,7.708031
2.984230,4.040924,1.178459,6.256760,12.321655,5.778809,7.708031
2.984230,4.040924,1.178459,6.256760,12.321655,5.778809,7.687080
2.984230,4.040924,1.178459,6.256760,12.321655,5.778809,7.687080
3.008598,4.047104,1.197514,6.256760,12.321655,5.778809,7.687080
3.008598,4.047104,1.197514,6.256760,12.321655,5.773315,7.667854
3.008598,4.047104,1.197514,6.256760,12.321655,5.773315,7.667854
3.030403,4.054489,1.217426,6.256760,12.321655,5.773315,7.667854
3.030403,4.054489,1.217426,6.262253,12.321655,5.773315,7.653435
3.030403,4.054489,1.217426,6.262253,12.321655,5.773315,7.653435
3.052032,4.059296,1.238197,6.262253,12.321655,5.773315,7.653435
3.052032,4.059296,1.238197,6.262253,12.321655,5.767822,7.648293
3.052032,4.059296,1.238197,6.262253,12.321655,5.767822,7.648293
3.072632,4.063416,1.238197,6.262253,12.321655,5.767822,7.648293
3.072632,4.063416,1.257252,6.262253,12.321655,5.767822,7.645714
3.072632,4.063416,1.257252,6.262253,12.321655,5.767822,7.645714
3.090660,4.068390,1.257252,6.262253,12.321655,5.767822,7.645714
3.090660,4.068390,1.279911,6.262253,12.321655,5.762329,7.643997
3.090660,4.068390,1.279911,6.262253,12.321655,5.762329,7.643997
3.105415,4.072685,1.279911,6.262253,12.327148,5.762329,7.643997
3.105415,4.072685,1.297935,6.267746,12.327148,5.756836,7.642967
3.105415,4.072685,1.297935,6.267746,12.327148,5.756836,7.642967
3.117607,4.072685,1.297935,6.267746,12.327148,5.756836,7.642967
3.117607,4.074921,1.319908,6.267746,12.327148,5.756836,7.642799
3.117607,4.074921,1.319908,6.267746,12.327148,5.756836,7.642799
3.127220,4.074921,1.319908,6.267746,12.327148,5.756836,7.642799
3.127220,4.076981,1.337761,6.267746,12.327148,5.756836,7.640388
3.127220,4.076981,1.337761,6.267746,12.327148,5.756836,7.640388
3.133568,4.076981,1.337761,6.267746,12.327148,5.756836,7.640388
3.133568,4.076630,1.351322,6.267746,12.327148,5.756836,7.640564
3.133568,4.076630,1.351322,6.267746,12.327148,5.756836,7.640564
3.133568,4.076630,1.351322,6.267746,12.327148,5.756836,7.640564
3.140785,4.076981,1.361279,6.273239,12.327148,5.756836,7.639191
3.140785,4.076981,1.361279,6.273239,12.327148,5.756836,7.639191
3.140785,4.076981,1.361279,6.273239,12.327148,5.756836,7.639191
3.146965,4.076981,1.371750,6.273239,12.327148,5.756836,7.639015
3.146965,4.076981,1.371750,6.273239,12.327148,5.756836,7.639015
3.152458,4.077667,1.371750,6.273239,12.332642,5.756836,7.639015
3.152458,4.077667,1.378616,6.278732,12.332642,5.756836,7.639366
3.152458,4.077667,1.378616,6.278732,12.332642,5.756836,7.639366
3.152458,4.077667,1.378616,6.278732,12.332642,5.756836,7.639366
3.158287,4.077148,1.388573,6.284225,12.332642,5.756836,7.640221
3.158287,4.077148,1.388573,6.284225,12.332642,5.756836,7.640221
3.158287,4.077148,1.388573,6.284225,12.338135,5.756836,7.640221
3.165329,4.076462,1.397671,6.289719,12.338135,5.756836,7.640221
3.165329,4.076462,1.397671,6.289719,12.338135,5.756836,7.640053
3.165329,4.076462,1.397671,6.289719,12.338135,5.756836,7.640053
3.173569,4.076630,1.407112,6.295212,12.338135,5.756836,7.640053
3.173569,4.076630,1.407112,6.295212,12.338135,5.756836,7.639534
3.173569,4.076630,1.407112,6.295212,12.338135,5.756836,7.639534
3.182320,4.075775,1.414665,6.300705,12.343628,5.756836,7.639534
3.182320,4.075775,1.414665,6.300705,12.343628,5.756836,7.640221
3.182320,4.075775,1.414665,6.300705,12.343628,5.756836,7.640221
3.194344,4.076630,1.422218,6.306198,12.349121,5.756836,7.640221
3.194344,4.076630,1.422218,6.306198,12.349121,5.756836,7.640053
3.194344,4.076630,1.422218,6.306198,12.349121,5.756836,7.640053
3.209274,4.079376,1.427883,6.306198,12.349121,5.756836,7.640053
3.209274,4.079376,1.427883,6.306198,12.349121,5.756836,7.638161
3.209274,4.079376,1.427883,6.306198,12.349121,5.756836,7.638161
3.227638,4.077492,1.432003,6.311691,12.354614,5.756836,7.638161
3.227638,4.077492,1.432003,6.311691,12.354614,5.756836,7.637817
3.227638,4.077492,1.432003,6.311691,12.354614,5.756836,7.637817
3.248756,4.079041,1.431145,6.311691,12.365601,5.756836,7.637817
3.248756,4.079041,1.431145,6.311691,12.365601,5.756836,7.634895
3.248756,4.079041,1.431145,6.311691,12.365601,5.756836,7.634895
3.269012,4.078522,1.432003,6.317184,12.376587,5.756836,7.634895
3.269012,4.078522,1.432003,6.317184,12.376587,5.756836,7.633186
3.269012,4.078522,1.432003,6.317184,12.376587,5.756836,7.633186
3.292183,4.080582,1.431488,6.317184,12.387573,5.756836,7.633186
3.292183,4.080582,1.431488,6.317184,12.387573,5.756836,7.631462
3.292183,4.080582,1.431488,6.317184,12.387573,5.756836,7.631462
3.315361,4.078690,1.432346,6.317184,12.393066,5.756836,7.631462
3.315361,4.078690,1.432346,6.317184,12.393066,5.756836,7.626144
3.315361,4.078690,1.432346,6.317184,12.393066,5.756836,7.626144
3.341286,4.080925,1.432861,6.317184,12.398560,5.756836,7.626144
3.341286,4.080925,1.432861,6.317184,12.398560,5.756836,7.610695
3.341286,4.080925,1.432861,6.317184,12.398560,5.756836,7.610695
3.368065,4.081268,1.432690,6.317184,12.398560,5.756836,7.610695
3.368065,4.081268,1.432690,6.317184,12.398560,5.756836,7.582886
3.368065,4.081268,1.432690,6.317184,12.398560,5.756836,7.582886
3.397926,4.081612,1.432346,6.322678,12.398560,5.756836,7.582886
3.397926,4.081612,1.432346,6.322678,12.398560,5.756836,7.548729
3.397926,4.081612,1.432346,6.322678,12.398560,5.756836,7.548729
3.427452,4.082298,1.431831,6.322678,12.398560,5.756836,7.548729
3.427452,4.082298,1.431831,6.322678,12.398560,5.756836,7.509415
3.427452,4.082298,1.431831,6.322678,12.398560,5.756836,7.509415
3.453720,4.080582,1.430801,6.328171,12.398560,5.756836,7.509415
3.453720,4.080582,1.430801,6.328171,12.398560,5.756836,7.468903
3.453720,4.080582,1.430801,6.328171,12.398560,5.756836,7.468903
3.476555,4.080582,1.430286,6.328171,12.398560,5.756836,7.468903
3.476555,4.080582,1.430286,6.328171,12.398560,5.756836,7.417061
3.476555,4.080582,1.430286,6.328171,12.398560,5.756836,7.417061
3.494408,4.081787,1.430973,6.333664,12.398560,5.756836,7.417061
3.494408,4.081787,1.430973,6.333664,12.398560,5.756836,7.314407
3.494408,4.081787,1.430973,6.333664,12.398560,5.756836,7.314407
3.513634,4.080750,1.431660,6.339157,12.398560,5.756836,7.314407
3.513634,4.080750,1.431660,6.339157,12.398560,5.756836,7.120087
3.513634,4.080750,1.431660,6.339157,12.398560,5.756836,7.120087
3.528564,4.081612,1.432690,6.344650,12.404053,5.756836,7.120087
3.528564,4.081612,1.432690,6.344650,12.404053,5.756836,6.828949
3.528564,4.081612,1.432690,6.344650,12.404053,5.756836,6.828949
3.545731,4.081100,1.434406,6.350143,12.409546,5.756836,6.828949
3.545731,4.081100,1.434406,6.350143,12.409546,5.756836,6.596176
3.545731,4.081100,1.434406,6.350143,12.409546,5.756836,6.596176
3.563759,4.079895,1.435951,6.350143,12.415039,5.756836,6.596176
3.563759,4.079895,1.435951,6.350143,12.415039,5.756836,6.505028
3.563759,4.079895,1.435951,6.350143,12.415039,5.756836,6.505028
3.582809,4.080925,1.436810,6.361130,12.420532,5.756836,6.505028
3.582809,4.080925,1.436810,6.361130,12.420532,5.756836,6.444939
3.582809,4.080925,1.436810,6.361130,12.420532,5.756836,6.444939
3.604095,4.081612,1.436638,6.361130,12.431519,5.756836,6.444939
3.604095,4.081612,1.436638,6.361130,12.431519,5.762329,6.370445
3.604095,4.081612,1.436638,6.361130,12.431519,5.762329,6.370445
3.624519,4.079727,1.435951,6.366623,12.442505,5.762329,6.370445
3.624519,4.079727,1.435951,6.366623,12.442505,5.762329,6.325813
3.624519,4.079727,1.435951,6.366623,12.442505,5.762329,6.325813
3.642548,4.080925,1.438526,6.372116,12.447998,5.762329,6.325813
3.642548,4.080925,1.438526,6.372116,12.447998,5.762329,6.318085
3.642548,4.080925,1.438526,6.372116,12.447998,5.762329,6.318085
3.659714,4.082123,1.440414,6.377609,12.464478,5.762329,6.318085
3.659714,4.082123,1.440414,6.377609,12.464478,5.762329,6.318428
3.659714,4.082123,1.440414,6.377609,12.464478,5.762329,6.318428
3.675331,4.081268,1.441616,6.383102,12.475464,5.762329,6.318428
3.675331,4.081268,1.441616,6.383102,12.475464,5.762329,6.318428
3.675331,4.081268,1.441616,6.383102,12.475464,5.762329,6.318428
3.690437,4.081612,1.444019,6.383102,12.491943,5.762329,6.318428
3.690437,4.081612,1.444019,6.388596,12.491943,5.762329,6.321175
3.690437,4.081612,1.444019,6.388596,12.491943,5.762329,6.321175
3.704689,4.081787,1.448826,6.388596,12.508423,5.762329,6.321175
3.704689,4.081787,1.448826,6.394089,12.508423,5.767822,6.321693
3.704689,4.081787,1.448826,6.394089,12.508423,5.767822,6.321693
3.722023,4.082123,1.452774,6.394089,12.530396,5.767822,6.321693
3.722023,4.082123,1.452774,6.399582,12.530396,5.767822,6.322205
3.722023,4.082123,1.452774,6.399582,12.530396,5.767822,6.322205
3.740913,4.082985,1.452774,6.399582,12.552368,5.767822,6.322205
3.740913,4.082985,1.458782,6.405075,12.552368,5.767822,6.323753
3.740913,4.082985,1.458782,6.405075,12.552368,5.767822,6.323753
3.762367,4.085556,1.458782,6.405075,12.574341,5.767822,6.323753
3.762367,4.085556,1.466507,6.410568,12.574341,5.773315,6.323753
3.762367,4.085556,1.466507,6.410568,12.574341,5.773315,6.323753
3.784340,4.087105,1.466507,6.410568,12.601807,5.773315,6.323753
3.784340,4.087105,1.479382,6.416061,12.601807,5.778809,6.322891
3.784340,4.087105,1.479382,6.416061,12.601807,5.778809,6.322891
3.808372,4.087105,1.479382,6.416061,12.629272,5.778809,6.322891
3.808372,4.089340,1.493286,6.416061,12.629272,5.778809,6.324089
3.808372,4.089340,1.493286,6.416061,12.629272,5.778809,6.324089
3.834122,4.089340,1.493286,6.416061,12.662231,5.778809,6.324089
3.834122,4.091736,1.505817,6.416061,12.662231,5.778809,6.324265
3.834122,4.091736,1.505817,6.416061,12.662231,5.778809,6.324265
3.859528,4.091736,1.505817,6.416061,12.689697,5.778809,6.324265
3.859528,4.094658,1.515945,6.416061,12.689697,5.778809,6.324440
3.859528,4.094658,1.515945,6.416061,12.689697,5.778809,6.324440
3.859528,4.094658,1.515945,6.416061,12.717163,5.778809,6.324440
3.886307,4.096718,1.524529,6.416061,12.717163,5.778809,6.325638
3.886307,4.096718,1.524529,6.416061,12.717163,5.778809,6.325638
3.886307,4.096718,1.524529,6.416061,12.739136,5.778809,6.325638
3.914970,4.098434,1.527103,6.416061,12.739136,5.778809,6.326668
3.914970,4.098434,1.527103,6.416061,12.739136,5.778809,6.326668
3.914970,4.098434,1.527103,6.416061,12.750122,5.778809,6.326668
3.943474,4.101868,1.530537,6.416061,12.750122,5.778809,6.330101
3.943474,4.101868,1.530537,6.416061,12.750122,5.778809,6.330101
3.943474,4.101868,1.530537,6.416061,12.755615,5.778809,6.330101
3.974022,4.102722,1.531052,6.416061,12.755615,5.778809,6.330101
3.974022,4.102722,1.531052,6.416061,12.755615,5.778809,6.334564
3.974022,4.102722,1.531052,6.416061,12.755615,5.778809,6.334564
4.004753,4.103760,1.531567,6.416061,12.755615,5.778809,6.334564
4.004753,4.103760,1.531567,6.416061,12.755615,5.778809,6.342979
4.004753,4.103760,1.531567,6.416061,12.755615,5.778809,6.342979
4.027756,4.104271,1.531738,6.416061,12.755615,5.778809,6.342979
4.027756,4.104271,1.531738,6.416061,12.755615,5.778809,6.358421
4.027756,4.104271,1.531738,6.416061,12.755615,5.778809,6.358421
4.050926,4.105820,1.533455,6.416061,12.755615,5.778809,6.358421
4.050926,4.105820,1.533455,6.416061,12.755615,5.778809,6.380913
4.050926,4.105820,1.533455,6.416061,12.755615,5.778809,6.380913
4.074448,4.107018,1.535000,6.421555,12.755615,5.778809,6.380913
4.074448,4.107018,1.535000,6.421555,12.755615,5.778809,6.415413
4.074448,4.107018,1.535000,6.421555,12.755615,5.778809,6.415413
4.097618,4.107193,1.537231,6.421555,12.761108,5.778809,6.415413
4.097618,4.107193,1.537231,6.421555,12.761108,5.784302,6.459877
4.097618,4.107193,1.537231,6.421555,12.761108,5.784302,6.459877
4.123199,4.107361,1.537231,6.427048,12.761108,5.784302,6.459877
4.123199,4.107361,1.537231,6.427048,12.761108,5.789795,6.520645
4.123199,4.107361,1.537231,6.427048,12.761108,5.789795,6.520645
4.148262,4.107361,1.538776,6.432541,12.766602,5.789795,6.520645
4.148262,4.107361,1.538776,6.432541,12.766602,5.795288,6.602356
4.148262,4.107361,1.538776,6.432541,12.766602,5.795288,6.602356
4.172813,4.107529,1.542725,6.438034,12.777588,5.795288,6.602356
4.172813,4.107529,1.542725,6.438034,12.777588,5.800781,6.663467
4.172813,4.107529,1.542725,6.438034,12.777588,5.800781,6.663467
4.195297,4.109077,1.547016,6.443527,12.788574,5.800781,6.663467
4.195297,4.109077,1.547016,6.443527,12.788574,5.806274,6.665703
4.195297,4.109077,1.547016,6.443527,12.788574,5.806274,6.665703
4.214348,4.107361,1.554741,6.449020,12.799561,5.806274,6.665703
4.214348,4.107361,1.554741,6.449020,12.799561,5.811768,6.668274
4.214348,4.107361,1.554741,6.449020,12.799561,5.811768,6.668274
4.233749,4.108215,1.564354,6.454514,12.816040,5.811768,6.668274
4.233749,4.108215,1.564354,6.454514,12.816040,5.811768,6.667763
4.233749,4.108215,1.564354,6.454514,12.816040,5.811768,6.667763
4.254524,4.109253,1.574310,6.460007,12.832520,5.811768,6.667763
4.254524,4.109253,1.574310,6.460007,12.832520,5.811768,6.668274
4.254524,4.109253,1.574310,6.460007,12.832520,5.811768,6.668274
4.279411,4.109253,1.585125,6.465500,12.854492,5.811768,6.668274
4.279411,4.109253,1.585125,6.465500,12.854492,5.811768,6.669823
4.279411,4.109253,1.585125,6.465500,12.854492,5.811768,6.669823
4.302589,4.110275,1.594738,6.470993,12.876465,5.811768,6.669823
4.302589,4.110275,1.594738,6.470993,12.876465,5.811768,6.669991
4.302589,4.110275,1.594738,6.470993,12.876465,5.811768,6.669991
4.326103,4.112511,1.607098,6.481979,12.903931,5.811768,6.669991
4.326103,4.112511,1.607098,6.481979,12.903931,5.817261,6.671883
4.326103,4.112511,1.607098,6.481979,12.903931,5.817261,6.671883
4.352364,4.112686,1.622375,6.492966,12.936890,5.817261,6.671883
4.352364,4.112686,1.622375,6.492966,12.936890,5.817261,6.672050
4.352364,4.112686,1.622375,6.492966,12.936890,5.817261,6.672050
4.378456,4.115257,1.641258,6.509445,12.969849,5.817261,6.672050
4.378456,4.115257,1.641258,6.509445,12.969849,5.817261,6.672737
4.378456,4.115257,1.641258,6.509445,12.969849,5.817261,6.672737
4.404724,4.117828,1.664948,6.525925,13.013794,5.817261,6.672737
4.404724,4.117828,1.664948,6.525925,13.013794,5.817261,6.674797
4.404724,4.117828,1.664948,6.525925,13.013794,5.817261,6.674797
4.434250,4.119720,1.687263,6.542404,13.063232,5.817261,6.674797
4.434250,4.119720,1.687263,6.542404,13.063232,5.817261,6.676514
4.434250,4.119720,1.687263,6.542404,13.063232,5.817261,6.676514
4.464973,4.122124,1.711468,6.558884,13.107178,5.817261,6.676514
4.464973,4.122124,1.711468,6.558884,13.107178,5.817261,6.676857
4.464973,4.122124,1.711468,6.558884,13.107178,5.817261,6.676857
4.496735,4.124527,1.737732,6.580856,13.151123,5.817261,6.676857
4.496735,4.124527,1.737732,6.580856,13.151123,5.817261,6.679260
4.496735,4.124527,1.737732,6.580856,13.151123,5.817261,6.679260
4.524200,4.126587,1.764168,6.597336,13.195068,5.817261,6.679260
4.524200,4.126587,1.764168,6.597336,13.195068,5.817261,6.680458
4.524200,4.126587,1.764168,6.597336,13.195068,5.817261,6.680458
4.552010,4.128815,1.793694,6.619308,13.222534,5.817261,6.680458
4.552010,4.128815,1.793694,6.619308,13.222534,5.817261,6.683380
4.552010,4.128815,1.793694,6.619308,13.222534,5.817261,6.683380
4.576897,4.129166,1.816696,6.630295,13.250000,5.817261,6.683380
4.576897,4.129166,1.816696,6.630295,13.250000,5.817261,6.688187
4.576897,4.129166,1.816696,6.630295,13.250000,5.817261,6.688187
4.600243,4.130020,1.844334,6.646774,13.266479,5.817261,6.688187
4.600243,4.130020,1.844334,6.646774,13.266479,5.817261,6.691963
4.600243,4.130020,1.844334,6.646774,13.266479,5.817261,6.691963
4.628059,4.131561,1.869396,6.646774,13.282959,5.817261,6.691963
4.628059,4.131561,1.869396,6.657761,13.282959,5.817261,6.697624
4.628059,4.131561,1.869396,6.657761,13.282959,5.817261,6.697624
4.651917,4.131050,1.890339,6.657761,13.288452,5.817261,6.697624
4.651917,4.131050,1.890339,6.674240,13.288452,5.817261,6.704155
4.651917,4.131050,1.890339,6.674240,13.288452,5.817261,6.704155
4.674400,4.131561,1.912312,6.674240,13.293945,5.817261,6.704155
4.674400,4.131561,1.912312,6.679733,13.293945,5.817261,6.712563
4.674400,4.131561,1.912312,6.679733,13.293945,5.817261,6.712563
4.694832,4.129852,1.933941,6.679733,13.299438,5.817261,6.712563
4.694832,4.129852,1.933941,6.685226,13.299438,5.817261,6.722694
4.694832,4.129852,1.933941,6.685226,13.299438,5.817261,6.722694
4.713715,4.127792,1.933941,6.685226,13.299438,5.817261,6.722694
4.713715,4.127792,1.954197,6.696213,13.299438,5.817261,6.731102
4.713715,4.127792,1.954197,6.696213,13.299438,5.817261,6.731102
4.731392,4.128647,1.954197,6.696213,13.304932,5.817261,6.731102
4.731392,4.128647,1.973080,6.701706,13.304932,5.817261,6.737282
4.731392,4.128647,1.973080,6.701706,13.304932,5.817261,6.737282
4.748909,4.125557,1.973080,6.701706,13.310425,5.817261,6.737282
4.748909,4.125557,1.995567,6.718185,13.310425,5.817261,6.743980
4.748909,4.125557,1.995567,6.718185,13.310425,5.817261,6.743980
4.768646,4.125732,1.995567,6.718185,13.315918,5.817261,6.743980
4.768646,4.125732,2.019772,6.734665,13.315918,5.817261,6.749985
4.768646,4.125732,2.019772,6.734665,13.315918,5.817261,6.749985
4.793365,4.125732,2.019772,6.734665,13.332397,5.817261,6.749985
4.793365,4.125046,2.044662,6.756638,13.332397,5.817261,6.758911
4.793365,4.125046,2.044662,6.756638,13.332397,5.817261,6.758911
4.820656,4.125046,2.044662,6.756638,13.343384,5.817261,6.758911
4.820656,4.126068,2.065434,6.784103,13.343384,5.817261,6.769554
4.820656,4.126068,2.065434,6.784103,13.343384,5.817261,6.769554
4.851555,4.126068,2.065434,6.784103,13.365356,5.817261,6.769554
4.851555,4.124184,2.092041,6.806076,13.365356,5.817261,6.774529
4.851555,4.124184,2.092041,6.806076,13.365356,5.817261,6.774529
4.885376,4.124184,2.092041,6.806076,13.387329,5.817261,6.774529
4.885376,4.125557,2.117447,6.833542,13.387329,5.817261,6.777451
4.885376,4.125557,2.117447,6.833542,13.387329,5.817261,6.777451
4.885376,4.125557,2.117447,6.833542,13.409302,5.817261,6.777451
4.924858,4.127792,2.145771,6.861008,13.409302,5.817261,6.777962
4.924858,4.127792,2.145771,6.861008,13.409302,5.817261,6.777962
4.924858,4.127792,2.145771,6.861008,13.431274,5.817261,6.777962
4.968971,4.128647,2.173237,6.888474,13.431274,5.817261,-111.980042
4.968971,4.128647,2.173237,6.888474,13.431274,5.817261,6.777962
4.968971,4.128647,2.173237,6.888474,13.458740,5.817261,6.777962
5.019447,4.130020,2.199329,6.921432,13.458740,5.817261,6.777962
5.019447,4.130020,2.199329,6.921432,13.458740,5.817261,6.779854
5.019447,4.130020,2.199329,6.921432,13.475220,5.817261,6.779854
5.070084,4.131226,2.230743,6.959885,13.475220,5.822754,6.779854
5.070084,4.131226,2.230743,6.959885,13.475220,5.822754,6.780373
5.070084,4.131226,2.230743,6.959885,13.475220,5.822754,6.780373
5.127419,4.132423,2.260098,6.998337,13.497192,5.828247,6.780373
5.127419,4.132423,2.260098,6.998337,13.497192,5.828247,6.780022
5.127419,4.132423,2.260098,6.998337,13.497192,5.828247,6.780022
5.177711,4.133453,2.284473,7.036789,13.502686,5.828247,6.780022
5.177711,4.133453,2.284473,7.036789,13.502686,5.833740,6.780373
5.177711,4.133453,2.284473,7.036789,13.502686,5.833740,6.780373
5.224579,4.136543,2.311768,7.075241,13.508179,5.833740,6.780373
5.224579,4.136543,2.311768,7.075241,13.508179,5.833740,6.780540
5.224579,4.136543,2.311768,7.075241,13.508179,5.833740,6.780540
5.269035,4.138603,2.338547,7.113693,13.508179,5.833740,6.780540
5.269035,4.138603,2.338547,7.113693,13.508179,5.833740,6.780373
5.269035,4.138603,2.338547,7.113693,13.508179,5.833740,6.780373
5.315392,4.138428,2.364811,7.152145,13.508179,5.833740,6.780373
5.315392,4.138428,2.364811,7.152145,13.508179,5.833740,6.779854
5.315392,4.138428,2.364811,7.152145,13.508179,5.833740,6.779854
5.361732,4.138603,2.387814,7.190598,13.508179,5.833740,6.779854
5.361732,4.138603,2.387814,7.190598,13.508179,5.833740,6.779167
5.361732,4.138603,2.387814,7.190598,13.508179,5.833740,6.779167
5.410149,4.141006,2.408241,7.229050,13.513672,5.833740,6.779167
5.410149,4.141006,2.408241,7.229050,13.513672,5.833740,6.780197
5.410149,4.141006,2.408241,7.229050,13.513672,5.833740,6.780197
5.463020,4.141693,2.427467,7.267502,13.513672,5.833740,6.780197
5.463020,4.141693,2.427467,7.267502,13.513672,5.833740,6.779686
5.463020,4.141693,2.427467,7.267502,13.513672,5.833740,6.779686
5.518806,4.142899,2.445835,7.305954,13.513672,5.833740,6.779686
5.518806,4.142899,2.445835,7.305954,13.513672,5.839233,6.780373
5.518806,4.142899,2.445835,7.305954,13.513672,5.839233,6.780373
5.574768,4.144608,2.463001,7.349899,13.513672,5.839233,6.780373
5.574768,4.144608,2.463001,7.349899,13.513672,5.839233,6.779854
5.574768,4.144608,2.463001,7.349899,13.513672,5.839233,6.779854
5.630211,4.145470,2.482742,7.393845,13.513672,5.839233,6.779854
5.630211,4.145470,2.482742,7.393845,13.513672,5.839233,6.780022
5.630211,4.145470,2.482742,7.393845,13.513672,5.839233,6.780022
5.683083,4.147530,2.503685,7.437790,13.513672,5.839233,6.780022
5.683083,4.147530,2.503685,7.437790,13.513672,5.844727,6.779686
5.683083,4.147530,2.503685,7.437790,13.513672,5.844727,6.779686
5.738365,4.149078,2.528061,7.481735,13.513672,5.844727,6.779686
5.738365,4.149078,2.528061,7.481735,13.513672,5.844727,6.780373
5.738365,4.149078,2.528061,7.481735,13.513672,5.844727,6.780373
5.789001,4.150787,2.556557,7.525681,13.513672,5.844727,6.780373
5.789001,4.150787,2.556557,7.525681,13.513672,5.850220,6.780373
5.789001,4.150787,2.556557,7.525681,13.513672,5.850220,6.780373
5.842049,4.152512,2.579044,7.575119,13.513672,5.850220,6.780373
5.842049,4.152512,2.579044,7.575119,13.513672,5.850220,6.779686
5.842049,4.152512,2.579044,7.575119,13.513672,5.850220,6.779686
5.897667,4.155945,2.602905,7.624557,13.513672,5.850220,6.779686
5.897667,4.155945,2.602905,7.624557,13.513672,5.855713,6.780022
5.897667,4.155945,2.602905,7.624557,13.513672,5.855713,6.780022
5.955345,4.160919,2.628998,7.668503,13.513672,5.855713,6.780022
5.955345,4.160919,2.628998,7.668503,13.513672,5.861206,6.778824
5.955345,4.160919,2.628998,7.668503,13.513672,5.861206,6.778824
6.016281,4.165726,2.649426,7.717941,13.513672,5.861206,6.778824
6.016281,4.165726,2.649426,7.717941,13.513672,5.861206,6.777794
6.016281,4.165726,2.649426,7.717941,13.513672,5.861206,6.777794
6.079109,4.174820,2.670197,7.767380,13.513672,5.861206,6.777794
6.079109,4.174820,2.670197,7.767380,13.513672,5.866699,6.779167
6.079109,4.174820,2.670197,7.767380,13.513672,5.866699,6.779167
6.140388,4.186493,2.694401,7.811325,13.513672,5.866699,6.779167
6.140388,4.186493,2.694401,7.811325,13.513672,5.872192,6.778999
6.140388,4.186493,2.694401,7.811325,13.513672,5.872192,6.778999
6.199791,4.197655,2.716717,7.860764,13.513672,5.872192,6.778999
6.199791,4.197655,2.716717,7.860764,13.513672,5.877686,6.778481
6.199791,4.197655,2.716717,7.860764,13.513672,5.877686,6.778481
6.258492,4.210701,2.739719,7.904709,13.513672,5.877686,6.778481
6.258492,4.210701,2.739719,7.904709,13.513672,5.877686,6.778999
6.258492,4.210701,2.739719,7.904709,13.513672,5.877686,6.778999
6.315483,4.219803,2.766842,7.948654,13.513672,5.877686,6.778999
6.315483,4.219803,2.766842,7.948654,13.513672,5.883179,6.778137
6.315483,4.219803,2.766842,7.948654,13.513672,5.883179,6.778137
6.378143,4.223747,2.788986,7.998093,13.513672,5.883179,6.778137
6.378143,4.223747,2.788986,7.998093,13.513672,5.888672,6.778481
6.378143,4.223747,2.788986,7.998093,13.513672,5.888672,6.778481
6.437881,4.227692,2.815250,8.047531,13.513672,5.888672,6.778481
